$1000 Damage to Any One Person's Property,Active School Zone Flag,At Intersection Flag,Average Daily Traffic Amount,Construction Zone Flag,Crash Severity,Crash Time,Crash Total Injury Count,Crash Year,Day of Week,Intersection Related,Roadway Part,Speed Limit,Surface Condition,Traffic Control Type,Person Helmet
No,No,FALSE,No Data,No,Not Injured,819,0,2017,Friday,Driveway Access,Main/Proper Lane,25,Dry,None,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Incapacitating Injury,751,1,2017,Friday,Non Intersection,Main/Proper Lane,-1,Dry,None,Unknown If Worn
No,No,FALSE,No Data,No,Possible Injury,1627,1,2017,Sunday,Driveway Access,Main/Proper Lane,-1,Dry,None,Not Worn
Yes,No,TRUE,No Data,No,Incapacitating Injury,2112,2,2017,Monday,Intersection Related,Main/Proper Lane,30,Dry,Marked Lanes,"Worn, Damaged"
No,No,FALSE,No Data,No,Incapacitating Injury,1909,1,2017,Tuesday,Non Intersection,Main/Proper Lane,45,Dry,Bike Lane,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1758,1,2017,Tuesday,Intersection Related,Main/Proper Lane,-1,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Incapacitating Injury,1013,1,2017,Wednesday,Intersection Related,Main/Proper Lane,-1,Dry,Crosswalk,"Worn, Unk Damage"
Yes,No,TRUE,No Data,No,Possible Injury,1730,1,2017,Thursday,Non Intersection,Other (Explain In Narrative),-1,Dry,None,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,733,1,2017,Monday,Intersection Related,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1732,1,2017,Monday,Driveway Access,Main/Proper Lane,45,Dry,Bike Lane,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,2330,1,2017,Monday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1815,1,2017,Wednesday,Intersection,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1704,1,2017,Wednesday,Non Intersection,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Not Damaged"
No,No,TRUE,21351,No,Not Injured,2202,0,2017,Wednesday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Not Injured,1350,0,2017,Thursday,Non Intersection,Other (Explain In Narrative),40,Dry,None,Not Worn
No,No,TRUE,No Data,No,Not Injured,2023,0,2017,Saturday,Intersection Related,Main/Proper Lane,-1,Wet,Stop Sign,"Worn, Unk Damage"
Yes,No,FALSE,15262,No,Killed,2342,0,2017,Tuesday,Non Intersection,Main/Proper Lane,50,Dry,None,Not Worn
No,No,FALSE,No Data,No,Possible Injury,2331,1,2017,Tuesday,Driveway Access,Service/Frontage Road,15,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Incapacitating Injury,2223,2,2017,Wednesday,Non Intersection,Main/Proper Lane,45,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Incapacitating Injury,2223,2,2017,Wednesday,Non Intersection,Main/Proper Lane,45,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2108,1,2017,Thursday,Non Intersection,Other (Explain In Narrative),-1,Dry,None,"Worn, Unk Damage"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1144,1,2017,Friday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
Yes,No,TRUE,34215,No,Non-Incapacitating Injury,2140,1,2017,Friday,Intersection,Main/Proper Lane,40,Dry,Bike Lane,Not Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,229,1,2017,Friday,Non Intersection,Main/Proper Lane,-1,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Not Injured,1357,0,2017,Saturday,Non Intersection,Service/Frontage Road,-1,Dry,Signal Light,"Worn, Damaged"
No,No,FALSE,No Data,No,Not Injured,2220,0,2017,Saturday,Non Intersection,Main/Proper Lane,35,Dry,No Passing Zone,Not Worn
Yes,No,TRUE,20895,No,Not Injured,100,0,2017,Saturday,Intersection,Main/Proper Lane,-1,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1915,1,2017,Saturday,Driveway Access,Main/Proper Lane,-1,Dry,Bike Lane,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1609,1,2017,Sunday,Driveway Access,Main/Proper Lane,40,Dry,Marked Lanes,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1712,1,2017,Tuesday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1635,1,2017,Tuesday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1456,1,2017,Wednesday,Driveway Access,Main/Proper Lane,-1,Dry,Marked Lanes,"Worn, Unk Damage"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1714,1,2017,Wednesday,Non Intersection,Main/Proper Lane,30,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,746,1,2017,Friday,Intersection,Main/Proper Lane,35,Wet,Stop Sign,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1715,1,2017,Friday,Driveway Access,Main/Proper Lane,-1,Dry,Bike Lane,Not Worn
No,No,FALSE,22613,No,Possible Injury,1636,1,2017,Saturday,Driveway Access,Other (Explain In Narrative),30,Dry,None,Not Worn
No,No,FALSE,No Data,No,Killed,1615,0,2017,Saturday,Non Intersection,Other (Explain In Narrative),5,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1000,1,2017,Sunday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Damaged"
Yes,No,FALSE,No Data,No,Killed,1926,0,2017,Tuesday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Possible Injury,801,1,2017,Wednesday,Driveway Access,Main/Proper Lane,35,Wet,Marked Lanes,Not Worn
No,No,TRUE,68363,No,Non-Incapacitating Injury,713,1,2017,Thursday,Intersection Related,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1503,1,2017,Friday,Driveway Access,Main/Proper Lane,-1,Dry,None,Not Worn
No,No,TRUE,No Data,No,Possible Injury,852,1,2017,Friday,Intersection,Main/Proper Lane,35,Dry,Bike Lane,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Possible Injury,943,1,2017,Monday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,721,1,2017,Monday,Intersection,Main/Proper Lane,-1,Dry,Stop Sign,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1535,1,2017,Monday,Non Intersection,Service/Frontage Road,50,Dry,None,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2039,1,2017,Wednesday,Intersection,Main/Proper Lane,-1,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Possible Injury,2326,1,2017,Wednesday,Non Intersection,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Not Injured,950,0,2017,Thursday,Intersection,Main/Proper Lane,-1,Dry,Center Stripe/Divider,"Worn, Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1335,1,2017,Thursday,Intersection,Main/Proper Lane,30,Dry,Marked Lanes,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1713,1,2017,Thursday,Non Intersection,Main/Proper Lane,35,Dry,Marked Lanes,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2204,1,2017,Friday,Intersection,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,2331,2,2017,Friday,Non Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1500,1,2017,Saturday,Non Intersection,Main/Proper Lane,40,Dry,None,Not Worn
No,No,TRUE,197636,No,Non-Incapacitating Injury,1030,1,2017,Saturday,Intersection Related,Service/Frontage Road,45,Dry,Signal Light With Red Light Running Camera,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1632,1,2017,Monday,Intersection Related,Main/Proper Lane,-1,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,2013,1,2017,Wednesday,Non Intersection,Main/Proper Lane,-1,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Possible Injury,917,1,2017,Thursday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light With Red Light Running Camera,Not Worn
No,No,FALSE,No Data,No,Possible Injury,857,1,2017,Thursday,Driveway Access,Main/Proper Lane,35,Dry,Bike Lane,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Possible Injury,1813,1,2017,Thursday,Driveway Access,Main/Proper Lane,-1,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Incapacitating Injury,1753,1,2017,Friday,Intersection,Main/Proper Lane,55,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,757,1,2017,Tuesday,Intersection,Main/Proper Lane,30,Dry,Signal Light,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Possible Injury,1731,1,2017,Tuesday,Intersection Related,Main/Proper Lane,35,Dry,Stop Sign,"Worn, Not Damaged"
Yes,No,TRUE,33647,No,Possible Injury,1914,1,2017,Tuesday,Intersection,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Not Damaged"
No,No,FALSE,34215,No,Non-Incapacitating Injury,1526,1,2017,Thursday,Driveway Access,Main/Proper Lane,35,Dry,Center Stripe/Divider,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Not Injured,736,0,2017,Wednesday,Driveway Access,Main/Proper Lane,-1,Dry,None,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1720,1,2017,Wednesday,Driveway Access,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1735,1,2017,Wednesday,Driveway Access,Main/Proper Lane,40,Dry,None,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Possible Injury,1452,1,2017,Wednesday,Non Intersection,Other (Explain In Narrative),10,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1524,1,2017,Friday,Driveway Access,Main/Proper Lane,45,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1553,1,2017,Friday,Non Intersection,Main/Proper Lane,-1,Dry,None,"Worn, Unk Damage"
Yes,No,TRUE,38439,No,Non-Incapacitating Injury,1809,1,2017,Friday,Intersection,Main/Proper Lane,60,Dry,Marked Lanes,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Not Injured,1501,0,2017,Saturday,Non Intersection,Other (Explain In Narrative),5,Dry,None,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1244,1,2017,Sunday,Intersection,Main/Proper Lane,25,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1300,1,2017,Sunday,Intersection Related,Main/Proper Lane,35,Dry,Marked Lanes,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1930,1,2017,Sunday,Intersection,Main/Proper Lane,35,Dry,None,"Worn, Unk Damage"
No,No,FALSE,160919,Yes,Not Injured,539,0,2017,Tuesday,Non Intersection,Service/Frontage Road,-1,Dry,Marked Lanes,Unknown If Worn
Yes,No,TRUE,No Data,No,Not Injured,1024,0,2017,Tuesday,Intersection Related,Main/Proper Lane,40,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,FALSE,37593,No,Non-Incapacitating Injury,833,1,2017,Thursday,Driveway Access,Main/Proper Lane,-1,Dry,Marked Lanes,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,10,1,2017,Thursday,Intersection,Main/Proper Lane,30,Dry,Signal Light,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1647,1,2017,Friday,Intersection,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1527,1,2017,Tuesday,Intersection,Main/Proper Lane,35,Wet,Marked Lanes,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1950,1,2017,Friday,Non Intersection,Main/Proper Lane,-1,Dry,None,Not Worn
No,No,FALSE,34328,No,Possible Injury,1312,1,2017,Friday,Non Intersection,Main/Proper Lane,50,Dry,Marked Lanes,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1530,1,2017,Friday,Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1204,1,2017,Friday,Driveway Access,Main/Proper Lane,-1,Dry,Bike Lane,Not Worn
No,No,TRUE,21351,No,Non-Incapacitating Injury,1138,1,2017,Sunday,Intersection,Main/Proper Lane,35,Dry,Signal Light With Red Light Running Camera,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Not Injured,536,0,2017,Sunday,Driveway Access,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1921,1,2017,Monday,Intersection Related,Main/Proper Lane,-1,Dry,Crosswalk,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1620,1,2017,Friday,Non Intersection,Main/Proper Lane,45,Dry,None,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1149,1,2017,Sunday,Intersection Related,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1543,1,2017,Sunday,Intersection Related,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1543,1,2017,Sunday,Intersection Related,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
No,No,TRUE,124466,No,Non-Incapacitating Injury,2228,1,2017,Sunday,Intersection Related,Service/Frontage Road,55,Wet,Signal Light,Not Worn
No,No,TRUE,113017,No,Non-Incapacitating Injury,2342,1,2017,Monday,Intersection Related,Service/Frontage Road,55,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1743,1,2017,Tuesday,Intersection,Main/Proper Lane,-1,Wet,Signal Light,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Possible Injury,1633,1,2017,Wednesday,Intersection Related,Main/Proper Lane,45,Dry,Signal Light,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Incapacitating Injury,1818,1,2017,Wednesday,Intersection Related,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1110,1,2017,Thursday,Non Intersection,Main/Proper Lane,30,Dry,Crosswalk,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,1515,1,2017,Tuesday,Intersection Related,Main/Proper Lane,-1,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1556,1,2017,Tuesday,Non Intersection,Main/Proper Lane,45,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1943,1,2017,Tuesday,Driveway Access,Main/Proper Lane,50,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,44866,No,Non-Incapacitating Injury,1700,1,2017,Thursday,Intersection,Main/Proper Lane,-1,Dry,Marked Lanes,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,801,1,2017,Friday,Driveway Access,Main/Proper Lane,35,Dry,Bike Lane,Not Worn
Yes,No,TRUE,No Data,No,Incapacitating Injury,238,1,2017,Friday,Intersection,Main/Proper Lane,30,Dry,Center Stripe/Divider,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1024,1,2017,Friday,Intersection Related,Main/Proper Lane,-1,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1610,1,2017,Friday,Non Intersection,Main/Proper Lane,35,Dry,Bike Lane,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,1558,1,2017,Friday,Intersection Related,Main/Proper Lane,45,Dry,Crosswalk,Not Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,645,4,2017,Saturday,Non Intersection,Main/Proper Lane,35,Dry,None,Unknown If Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,645,4,2017,Saturday,Non Intersection,Main/Proper Lane,35,Dry,None,Unknown If Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,645,4,2017,Saturday,Non Intersection,Main/Proper Lane,35,Dry,None,Unknown If Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,645,4,2017,Saturday,Non Intersection,Main/Proper Lane,35,Dry,None,Unknown If Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,1645,1,2017,Monday,Non Intersection,Main/Proper Lane,35,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,1128,1,2017,Tuesday,Intersection Related,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1528,1,2017,Wednesday,Non Intersection,Main/Proper Lane,-1,Dry,None,Not Worn
No,No,TRUE,No Data,No,Possible Injury,2234,1,2017,Wednesday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Incapacitating Injury,48,4,2017,Thursday,Intersection,Main/Proper Lane,-1,Dry,Signal Light,"Worn, Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1724,1,2017,Friday,Intersection Related,Main/Proper Lane,25,Dry,Stop Sign,Not Worn
No,No,FALSE,148494,No,Possible Injury,2207,1,2017,Saturday,Intersection Related,Service/Frontage Road,-1,Dry,Crosswalk,Not Worn
Yes,No,FALSE,No Data,No,Possible Injury,1119,1,2017,Monday,Non Intersection,Service/Frontage Road,40,Dry,Marked Lanes,Not Worn
No,No,FALSE,106597,No,Non-Incapacitating Injury,842,2,2017,Monday,Intersection Related,Service/Frontage Road,45,Dry,Bike Lane,"Worn, Not Damaged"
No,No,FALSE,106597,No,Non-Incapacitating Injury,842,2,2017,Monday,Intersection Related,Service/Frontage Road,45,Dry,Bike Lane,"Worn, Not Damaged"
Yes,No,TRUE,29839,No,Non-Incapacitating Injury,753,1,2017,Tuesday,Intersection Related,Main/Proper Lane,45,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1905,1,2017,Tuesday,Intersection,Main/Proper Lane,-1,Dry,Stop Sign,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1553,1,2017,Thursday,Intersection Related,Other (Explain In Narrative),-1,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Possible Injury,717,1,2017,Monday,Intersection Related,Main/Proper Lane,40,Wet,Stop Sign,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1950,1,2017,Wednesday,Non Intersection,Other (Explain In Narrative),-1,Dry,Crosswalk,Unknown If Worn
No,No,FALSE,41709,No,Non-Incapacitating Injury,1545,1,2017,Friday,Driveway Access,Main/Proper Lane,55,Dry,Marked Lanes,Unknown If Worn
Yes,No,TRUE,164391,No,Non-Incapacitating Injury,307,1,2017,Sunday,Intersection,Service/Frontage Road,55,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1504,1,2017,Monday,Driveway Access,Main/Proper Lane,35,Dry,Bike Lane,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1717,1,2017,Thursday,Driveway Access,Main/Proper Lane,-1,Dry,Bike Lane,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1658,1,2017,Thursday,Driveway Access,Other (Explain In Narrative),5,Dry,Other (Explain In Narrative),Not Worn
No,No,FALSE,No Data,No,Possible Injury,1114,1,2017,Friday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
Yes,No,TRUE,130691,No,Non-Incapacitating Injury,1630,1,2017,Saturday,Intersection Related,Main/Proper Lane,25,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1803,1,2017,Wednesday,Driveway Access,Main/Proper Lane,35,Dry,Bike Lane,"Worn, Not Damaged"
No,No,FALSE,162940,No,Possible Injury,940,1,2017,Friday,Driveway Access,Service/Frontage Road,-1,Unknown,None,"Worn, Unk Damage"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,955,1,2017,Saturday,Non Intersection,Main/Proper Lane,40,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1800,1,2017,Saturday,Non Intersection,Other (Explain In Narrative),35,Wet,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1002,1,2017,Thursday,Non Intersection,Main/Proper Lane,30,Dry,Center Stripe/Divider,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2108,1,2017,Sunday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,700,1,2017,Sunday,Non Intersection,Main/Proper Lane,35,Dry,None,"Worn, Damaged"
No,No,FALSE,124466,No,Possible Injury,700,1,2017,Wednesday,Non Intersection,Service/Frontage Road,50,Dry,Marked Lanes,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,50,1,2017,Friday,Non Intersection,Main/Proper Lane,-1,Dry,None,"Worn, Damaged"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1710,1,2017,Tuesday,Intersection,Main/Proper Lane,40,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Incapacitating Injury,1818,1,2017,Wednesday,Driveway Access,Service/Frontage Road,45,Dry,Center Stripe/Divider,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1440,1,2017,Saturday,Intersection,Main/Proper Lane,-1,Dry,Crosswalk,Not Worn
Yes,No,TRUE,No Data,No,Incapacitating Injury,1034,1,2017,Tuesday,Intersection Related,Main/Proper Lane,45,Dry,Signal Light With Red Light Running Camera,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1310,1,2017,Wednesday,Non Intersection,Main/Proper Lane,-1,Dry,None,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1806,1,2017,Wednesday,Intersection,Main/Proper Lane,5,Dry,Bike Lane,"Worn, Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,857,1,2017,Thursday,Driveway Access,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,813,1,2017,Friday,Non Intersection,Main/Proper Lane,30,Dry,Center Stripe/Divider,"Worn, Not Damaged"
No,No,TRUE,25507,No,Non-Incapacitating Injury,1049,1,2017,Friday,Intersection,Main/Proper Lane,55,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1635,1,2017,Friday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,FALSE,27085,No,Non-Incapacitating Injury,1637,1,2017,Monday,Driveway Access,Other (Explain In Narrative),35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2005,1,2017,Monday,Non Intersection,Main/Proper Lane,55,Dry,None,"Worn, Unk Damage"
No,No,TRUE,34215,No,Non-Incapacitating Injury,1940,1,2017,Friday,Driveway Access,Main/Proper Lane,35,Dry,Bike Lane,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1722,1,2017,Friday,Intersection,Main/Proper Lane,-1,Dry,Bike Lane,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1600,1,2017,Friday,Non Intersection,Main/Proper Lane,-1,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1609,1,2017,Saturday,Non Intersection,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1749,1,2017,Sunday,Intersection Related,Service/Frontage Road,35,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Possible Injury,1406,1,2017,Monday,Driveway Access,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
No,No,TRUE,33647,No,Non-Incapacitating Injury,1814,1,2017,Monday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,Not Worn
